product_name,rating,review
Samsung Galaxy S7 Edge Factory Unlocked Phone 32 GB - International Version G935F- Platinum Gold,5,excellenti bought it for a friend he got it today and is very very happy with his gift
Apple iPhone 5 32GB (White) - Verizon Wireless,1,phone was not verizon compatible but they did refund the purchase shipping so it was just inconvenient
Motorola MOTO X XT1060 16GB 4G LTE Verizon CDMA + GSM No-Contract Smartphone - Black,5,phone is working fine price quite convenient for performance
Samsung Galaxy S6 SM-G920V 32GB Sapphire Black Smartphone for Verizon (Certified Refurbished),5,i m pleased so far thanks
BLU Q170T Samba TV Unlocked Dual SIM Quad-Band GSM Phone (Black/Red),1,very small i don t like
"Unlocked Dual Sim Cell Phones TSJYING 5.0"" Anroid 5.1 MTK6580 Quad Core ROM 4GB 5.0MP Camera GSM/3G Quadband Smartphones WIFI Bluetooth Orange",1,this phone last three months cant turn it on needs a battery or the jack where plug in to charge
Moto Z Play + Hasselblad Camera Mod,5,four hundered and fifty bucks unbeliveable that this phone is this great at that price i would like to give my thoughts on the moto z play unlocked after using it for a week i preordered and purchased a galaxy s7 regular version earlier this year but have had a hardware lust for a few weeks so here is my two cents on the features of the moto z play from a galaxy s7 owner build quality the moto z play is amazingly well built for the price a glass and aluminum sandwich with 2 5d curved glass on the front after using that glass on the galaxy it is hard to go back to not having that gently curve of glass when swiping into the side of the screen also kudos to lenovo for making the antenna lines centered on the top and bottom of the phone no ugly plastic stripes here display ok so the galaxy s7 was always going to win this one samsung makes the best screens but the 1080p oled screen on the moto z play is a very good display i do not feel like i am loosing anything by using it camera the galaxy s7 has a fantastic camera so i was expecting the downgrade from it the moto z play takes good pictures in good light but the hdr is very slow taking up to two seconds to process one hdr photo it takes acceptable pictures though just not world changingly fast like galaxy s7software and performance damn is the moto z play fast like i cannot tell this is a midrange phone no lag make me question what a flagship is good for fast the software is buttery smooth have not had any lag at all also plays any game i have tried including ripetide gp renegade possibly the most graphic intensive game to date on android fingerprint sensor surprised at how fast the moto z play fingerprint sensor is you barely have to touch it and the screen is on and unlocked much faster that the button fingerprint combo you have to use on the galaxy s7moto mods didn t buy any because i did not know if i was going to be keeping the phone but now that i am going to keep it the jbl speaker looks very interesting battery life wow what an amazing battery only had to charge the phone 4 times in a week i get 2 days easily without having to worry about charging the phone last time i checked i got 6 hours of screen on time and was constantly streaming spotify and podcasts without having to charge the phone for two whole days the fast charger that is included does a fantastic job too giving me about 15 to 20 percent battery in 15 minutes anyway hope someone takes a look at how great of a job lenovo has done with the moto z play
OtterBox Samsung Galaxy S5 Defender Series Protective Case - White/Blue,4,fast shipping clip is tough to clip phone bought it to use till my warranty replacement come in new clip is much easier not sure what this one is so hard
"Motorola RAZR V3 Unlocked Phone with Quad-Band GSM, Camera and Video Player--International Version with Warranty (Cherry Red)",1,razr fake not a real motorola razr number keypad glued on crooked and came with pictures on it from the previous return would like to give it zero stars
LG Google Nexus 5X H791 16GB 4G LTE 5.2-Inch Factory Unlocked - International Stock No Warranty (Ice Green),3,the phone works great but it came with the worst charger ever so i traded chargers with a friend the nexus 5x also had an issue where it failed to update automatically it would hang on reboot so i had to plug it into a computer to load the rom on manually it wasn t hard but if you are not a technical user go buy the phone from someone else
Nokia E71 (Straight Talk) Gray,3,i first got the phone in the mail and started to play around with it it seemed like it had a lot of cool features but i noticed the speaker crackled everytime i moved to a certain part of the screen and a few of the buttons were really hard to push so i sent it back and they sent me the wrong pc input cord i thought it was going to be a new phone but it was not
"Motorola Moto X Developer GSM Edition Factory Unlocked Phone, 32GB, Black/Woven White",2,battery died in only 1 year
Samsung SCH-i545 - Galaxy S4 16GB Android Smartphone - Verizon + GSM - Blue (Certified Refurbished),1,the phone arrived in a timely manner but after activating my sim card it has been a constant battle for the phone to actually read the card a hard case and an added piece of paper for pressure on the card seems to help for a while i can t seem to go for longer than 1 day without having some kind of sim card issue i have tried about everything i can think of but i m getting tired of fighting the issue a new phone is in the near future be leery of the refurbished status
"HTC One X Unlocked Gsm Phone, 16GB, Gray",3,the phone has printed at t screen and dual core processor unlike the quad core processor the famous one x also came without any headset is very disappointing purchase from this seller
Samsung Galaxy S3 SGH-i747 4G LTE GSM Unlocked 16GB No Warranty (White),5,the shipping was faster that i tought very well wraped to ensure nothing happen to it they surely do know what they doing te phone looks like brand new not even a single scratch so it was as they descrive it i been use it for two days now and is been working flawless i love it thank you very much i m really pleased
Apple iPhone 4S 16GB (Black) - Locked to Sprint,5,i feel like i bought a new phone the phone looked new and the seller was prompt with shipping it
"Samsung Galaxy J7 SM- J700H/DS GSM Factory Unlocked Smartphone-Android 5.1- 5.5"" AMOLED Display- International Version (White)",2,this is not a 4g phone i use it with tracfone at t and i do get good 2g to 3g coverage the phone itself has a lot of issues and i don t expect it to last long every monday like clockwork it stops recognizing the sim cards and has to be restarted it also freezes up completely about once a week requiring restart the autocorrect is incredibly frustrating it is missing all kinds of basic english words like good 200 would be better spent on a more reliable phone with fewer features
"Sony Xperia Z3 Compact D5803 16GB 4G LTE 4.6"" Unlocked GSM Android Smartphone - Black - International Version No Warranty",4,i actually love this little guy does everything i want it to do and more great price and the seller was super fast 2 problems though this is a big one great phone but when it auto updates to android 6 the gps will no longer work this is a fault between sony and google if you can root the phone the problem is easily fixed by changing just one number in the gps configuration file the back is also a tempered glass i managed to somehow break this within a week of owning while it was in a case i ve never broken a cell before the replacement was 7 and i fear i lost my waterproof with the new back
Samsung Galaxy Note I717 16GB 4G LTE GSM Android Phone - Carbon Blue (AT&T version),3,i am using it with t mobile be warned that data connection is very very iffy wifi and phone functions work well
Kyocera Hydro C5170 PrePaid - Boost Mobile,5,bad ass phone last one i got was over 2 yrs ago it s been under salt water fresh water and the latest gasoline handled it all old one is starting to have little issues i ve never had to do anything to it so bought another one battery works excellent i hear of people getting lemons a year ago i bought one also it worked nice only i didn t activate it in time and on the 4th day of it s life i lost it on the bus in los angeles with a 32g micro card in it these phones make people happy few weeks ago i dropped my 2 yr old kyocera hydro into a bucket of gasoline the usb charger plug wasn t even closed i figured it was going to be toast at least the battery it s as if nothing happened still works fine
Verizon LG enV3 VX9200 No Contract 3G QWERTY MP3 Camera Cell Phone Red,4,my husband is very satisfied with the phone it is operating very well delivery was right on the spot thank you much
"Blackberry Z30 Unlocked Cellphone, 16GB, Black",5,thought i was getting a gsm phone and it was a cdma verizon branded phone shame on me for not checking before ordering would have been nice if the seller would have clearly noted it on the product description lesson learned but no problem as i had been with t moble not happy and then at t would have stayed if not for the phone going back to verizon was not an issue the phone is fast and easy to use i had purchased a blackberry passport but it was to wide for my comfort and i am not a qwerty keyboard person i discovered i wish blackberry would come out with updated version of the z30 beyond that not sure what my next phone will be
Samsung Galaxy Note 3 N9005 32GB 4G LTE WHITE Unlocked International Version,1,i bought a unlocked factory samsung note3 and received a locked unsealed phone and european model i put my sim card and the phone didn t work not recommend
"LG G2 D800 GSM 4G LTE Unlocked Smartphone with 13MP Camera, 32GB, Black",1,poor quality awful sound battery doesn t stay charged long at all
"BLU WIN HD LTE - 5.0"" Windows Smartphone -GSM Unlocked - Grey",5,excellent business phone i travel a lot over seas and very happy so far having two sims in one phone is great
LG Google Nexus 5 D821 16GB Factory Unlocked (Red) - No 4G in USA - International Version No Warranty,2,this item was looking very promising as its name brand was good a year and a half later after buying this item new the battery cant even hold a charge and it is extremely disappointing i spent a lot of money buying this and now if it wont even hold a charger for more than 1 hour and wont charge past 20 percent is the most disappointing thing to see cant even return the item i am very disappointed
LG Cosmos VN250 Verizon Phone (POST PAID),5,this was ordered by my neighbor she seems to like it just fine i did not personally use this phone
Nokia C3 (C3-00) WHITE Unlocked Phone,4,i am thoroughly impressed with this phone i purchased this phone while in afghanistan and the shipping was amazingly fast and in sound shape i love the size of the keyboard pros excellent battery life good network and wifi embracement cons few settings
Motorola Droid 4 XT894 4G LTE Black - Verizon Wireless,2,i ve only had two smart phones in my life the droid and droid 4 i only upgraded to the droid 4 a few months ago after deciding i wanted something with a better camera and better battery life but that still had the slide out keyboard even though the droid 4 supposedly has a larger capacity battery the life is not as good even after making sure all unnecessary apps were off which is something i never bothered to check on the older droid at first i thought that maybe the battery wasn t good since i had bought a refurbished phone so i bought a brand new battery and replaced it battery life did not improve another thing i don t like about is that the turn by turn navigation app requires you to pay a fee so i have never used it it will give you written directions to the location but it won t guide you through them as you drive it also has google maps for free but the old droid had a free turn by turn navigation app that worked ok and was a feature i used and still use often so i m trying third party apps i do prefer the 5 row keyboard of the droid 4 to the droid and the front facing camera is a nice feature it doesn t seem to have as many software issues as the older model but i still encounter app and browser crashes on a semi regular basis there is also a ton of apps pre installed on the phone that cannot be removed making finding the apps you do want difficult at times if you don t have shortcuts on the home screen but there is a lot of room on the home screen for shortcuts so it s not a huge issue i just really dislike the idea of being forced to keep stuff on my phone i don t want if you re familiar with the android os then transitioning to this phone won t be much of an issue you can pretty much jump right into using it without too much issue i would say that the droid 4 isn t a bad phone but compared to the first droid it s not enough of an improvement to warrant switching to it from an older droid
Samsung Galaxy Note II N7100 16GB Gray-Unlocked International Phone,4,have it for quite sometime now and it is working fine nice phone depending on what you want to do with it
Samsung Galaxy Mega 5.8 I9152 Unlocked GSM Dual-SIM Android Phone - White,3,the phone is great but i was tricked it said in the discription that it came with a usb car charger and didnt recive it
LG Google Nexus 4 E960 16GB (GSM Unlocked) Android Smartphone - Black,4,it works well but the battery is suddenly died a few weeks later but it is common for a refurbished phone
Samsung Google Nexus S - Unlocked GSM Phone International Version/Warranty 3G Bands 900/1700/2100,1,i read the review complaining the user got the gt i9020t which would only work on t mobile which is what i wanted i assumed perhaps too much and ended up receiving a gt i9020a instead i now have a phone that is useless to me which i have to fight to get a return on even if i they will give me the gt i9020t in return i ll be without a phone while everything is shipping bottom line misleading advertising or horrible customer communication either way don t bother doing business with this seller
"LG KP500 Cookie Unlocked Phone with 3.2 MP Camera and Digital Media Player--International Version (Black), No-Warranty",5,excellent gsm phone i bought a couple of them for my kids and they are fascinated with its functions and capabilities music mp3 radio video camera calendar alarm games etc and its calls of course i really don t understand why this capabilities for this little price excelente tel fono gsm compr un par de este modelo para mis hijos y est n facinados con su funcionalidad musica mp3 radio video camara alarmas calendario juegos etc y por su puesto su cobertura para llamadas realmente no entiendo por qu todas estas capacidades a este peque o precio
LG G3 VS985 32GB Verizon Wireless CDMA + GSM 4G LTE Smartphone w/ 13MP Camera - White (Certified Refurbished),5,this is the second lg g3 that i have purchased from this particular seller the first one being close to a year ago and the second only a couple months i am completely satisfied with both phones and would definitely recommend the phones and seller to anyone
OtterBox 'Defender Series' Protective Case for Samsung Galaxy S5 (all versions) + Belt-Clip/Holster - Deep Water Blue/White,5,this is my third otterbox defender i ve owned one for each of my galaxy phones the s3 s4 s5 i ve had this one on my s5 for several months and the realtree camo with orange highlights looks great not only does it look good and has protected my phone but it has also maintained its shape the soft outer case on the two previous models each warped at the corners and by the camera lens after a few months not so with this one i ve trusted otterbox defender with my phones for several years and this is the best yet
"BlackBerry Bold 9000 Unlocked Phone with 2 MP Camera, 3G, Wi-Fi, GPS Navigation, and MicroSD Slot--International Version with No Warranty (Black)",2,i have tried everything i know but this phone is dead i can only use it to make and receive calls of what use is a smart phone when it can t acquire data so sad
Samsung Galaxy S4 I545 16GB Verizon Wireless + GSM Quad-Core Android Smartphone w/ 13MP Camera - White,5,looks new works great had no trouble activating it
"Nokia 5800 XpressMusic Unlocked Phone with U.S. 3G, GPS with Free Voice Navigation, Wi-Fi, and 4 GB MicroSD Card--U.S. Version with Warranty (Black)",5,i have been using the phone about a month now everything is good except for the battery it s never given me any warning just shut the phone off when the battery is out the volume is very limited comparing with other type of phone from nokia i like the nokia n95 nam version that i had before the battery life was longer and the sound was much better i paid only 240 for the nokia 5800 comparing with 600 for the n95 so i should not complain
Apple iPhone 4 16GB (Black) - AT&T,5,i ordered this device on wednesday and it arrived 2 days later that was very unexpected i got everything it said i would except for the headphones but i m ok with that because apples headphones aren t that great overall a great experience i would definately buy again
BLU Q170T Samba TV Unlocked Dual SIM Quad-Band GSM Phone (Black/Red),5,got what i ordered but didn t work out for me
"CNPGD [U.S. Office Extended Warranty] Smartwatch + Unlocked Watch Cell Phone All in 1 Bluetooth Watch for iPhone Android Samsung Galaxy Note,Nexus,htc,Sony Brown",4,good product can t really ask for more with the amount of money you paying its a good buy if you in to simple tech
Samsung Galaxy S5 G900V 16GB Verizon GSM 4G LTE Smartphone w/ 16MP Camera - Shimmery White,5,very nice phone and a great deal all you need is a verizon carrier and no contract
"Apple iPhone 6 (Factory Unlocked), 64GB, Gold",2,the back camera is defective and it could not focus in larger than half of the area on the screen i tried a couple of time but the pic was terrible i ve attached the pictures in the reviews the clear one was taken with another iphone which i bought from att and the fuzzy picture was taken by this iphone which i bought from this amazon store they are so different i am sure there is nothing stuck to the camera other than that it looks like new i have sent a return request 5 mins ago and i want my money back
Samsung Galaxy Note I717 16GB 4G LTE GSM Android Phone - Carbon Blue (AT&T version),1,the phone wasn t for me the size of the phone is too big for my hands the phone got too hot easily if you play games on it i just didn t like the phone
"Blackberry 9650 Bold Unlocked GSM Smartphone with 3 MP Camera, Bluetooth, 3G, Wi-Fi, and MicroSd Slot (Black)",1,i purchased two phones one would not hold a charge and the other would not update the second worked well enough you can call and text but thats about it i did return the one that was not work it was quick and easy
"Visual Land Prestige ELITE 7Q - 7"" Quad Core 8GB Android Tablet, KitKat4.4, Google Play (Royal)",1,didn t receive full order just received two keyboard cases
"Samsung Wireless Charger Pad, International Version for Samsung Galaxy S7 / S7 Edge - Black",3,it charges but takes longer than if i plugged it into the wall
"LG Nexus 5X Unlocked Smart Phone, 5.2"" Ice Blue, 32GB Storage, US Warranty",2,this phone tends to get super warm in the top half i think i may have to return this before i accidentally burn myself
Apple iPhone 5C 16GB White - Unlocked Cell Phones,5,phone was brand new exactly what we wanted
"HTC 8X Unlocked Smartphone C620E, 16 GB, Blue",5,its new phone overall good if its work in bangladesh i will be happy
LifeProof Case 1801-02 for Samsung Galaxy S4 (Nuud Series) - Glacie,1,it leaked and almost ruined my sons phone
Apple iPhone 4S 16GB (Black) - Verizon,4,very helpful when i had the issue and then phone started working on its own when i originally contacted them i was not happy with the response but as soon as i wrote the review they were more than happy to help me with my issue and it was corrected quickly
Samsung Galaxy Note II N7100 16GB Gray-Unlocked International GSM Phone No Warranty,5,there are so many feature that this phone have that iphone don t and both of them have relatively the same price i
Nokia 220 RM-971 Unlocked Cell Phone with 2MP Camera (Black),1,this phone doesn t work as a gsm
Samsung S5830 Galaxy Ace - Unlocked Phone - Black,2,not to many language are included
LG G3 D850 32GB Unlocked GSM 4G LTE Quad-HD 13MP Camera Smartphone - Silk White,1,defective product failed to function properly after couple months lg doesn t honor the warranty since its unlocked
Microsoft Lumia 640 XL 8GB White Dual Sim (RM-1096) Unlocked International Model- No Warranty,5,the lumia 640 xl is an excellent phone it takes amazing very sharp photos that match the quality of phones that are three times it s cost it runs very smoothly despite it s low mid tier processor which translates to having better battery life without compromising user experience i ve been using this phone for weeks now and it has not once gone below the 50 mark even after having it on for nearly 2 days additional pros over ios and android glance screen the lumia 640 xl gives users the option to always show the time and notifications while eating up very little power double tap to wake sleep you can double tap the screen or the navigation bar to wake and put your phone to sleep respectively tiles this is actually a huge one for me people often dislike the tile interface but i personally love it it s so easy to find out what tasks i need to attend to on my phone with just one look at the screen if i need to respond to someone s text i won t forget because a number is going to show up on the text icon even if i ve cleared notifications synchronization this is my second lumia and the ability to automatically bring over all my apps and settings from my older phone made the upgrade process so painless smoothness if someone handed you the phone you would have no idea that this is a sub 250 phone because of how smooth it is it s build also screams quality advantages over iphone the case is removable this means that if you scratch the case or scuff it or crack it it s always replaceable for a mere 15 i really like this compared to my old iphone additional storage via sd card you can add an sd card to your phone increasing it s on board storage by up to 128 gb for less than 50 i got the 64 gb micro sd available on this site for 23 disadvantages over android no widgets widgets were really nice on my old galaxy s3 i wish the tiled interface would be a bit more interactive facebook messenger the facebook messenger app on android had a widget that would always be there despite the app this made it easier to multi task while on facebook messenger all in all i have to say that this is the best phone i ve owned to date i ve used the galaxy s3 iphone 4s lumie 635 and now this the fact that this phone is sub 250 unlocked and off contract and can effectively compete with flagship phones three times it s price makes this purchase an incredible value
Nokia N9 16GB 3G Wifi GPS NFC GSM Unlocked MeeGo Touchscreen (Black),5,i love this phone i had it for a year now and its been great it does everything that i need and i love the camera on the back great quality the only bad part is that the operating system is meego and its much harder to find software for it
"Sony Xperia P LT22i-BK Unlocked Phone with 8 MP Camera, Android 2.3 OS, Dual-Core Processor, and 4-Inch Touchscreen--U.S.Warranty (Black)",4,the sony xperia p is a very good phone comes with a lot of loaded apps it s really a cool phone would buy it again and again
Galaxy S5 G900A Factory Unlocked Android Smartphone 16GB White,5,great deal and wonderful quality
Verizon Motorola RAZR V3m GPS 3G Camera Cell Phone - Silver,3,it was in very good condition for its age
HTC One M7 32GB Unlocked GSM 4G LTE Android Cell Phone - Black,5,there are many good and complete reviews out there so i won t bother anyone with the reading it took a long time for me to decide and switch from my iphone so far no regrets i love how it looks how it feels and how it performs oh one thing i guess i can complain about can at t make their logo and sticker a bit smaller my case covers it but that totally ruined the slick look of the phone
Samsung Galaxy S6 32GB SM-G920i - Unlocked White (International Version),1,i don t know if i just so happened to get a bad device but this phone is the worst i have ever owned it freezes constantly throughout the day sometimes for days at a time it is very frustrating to have a smartphone and it not work they gave me a phone number to call and it went straight to voicemail i would never do business with these people again be warned people
"Microsoft Lumia 950 XL RM-1085 32GB Black, Single Sim, 5.7"", 20MP, 3GB Ram, Unlocked International Model, No Warranty",5,i had a lunia icon that verizon disabled features on a year after i bought it so in looking for a new phone i went to at t while they don t carry the 950 xl they support it so i bought it and switched providers 950xl is an awesome phone perfect size and does everything i want while the microsoft ecosystem is not as vast as the others the phone is great cortana is the best ai the ability to read and reply to texts via cortana over bluetooth is the best microsoft really needs to get it in gear and push to expand the platform
Apple iPhone 4S 16GB Unlocked GSM - White (Certified Refurbished),1,the phone has issues with the text part it deletes texts after a bit and won t put up notifications when i do get texts its a big pos sorry i bought i don t recommend buying anything from the seller
Yezz Andy 3.5E - Factory Unlocked Phone - Retail Packaging - Black/Black,3,i really like this cellphone because it has no big cons first i start with the pros it s really new quite stable build you probably can remove reattach the backside for inserting a sim card which is important if you use as backup bright screen good visibility even in sunlight very fast considering the 1 0ghz dual core apart from gaming low power consumption and therefore battery life seems to be ok has most features of a modern cell phone front rear cam flash gps hspa most of the other sensors as well dual sim sd card expansion have no app found which is not working properly so far except antutu noled app also working and not overheatingcons very slippery back and no covers available on amazon was not able to run antutu benchmark app failed maybe not enough memory only 2 54 gb space available 1 54 gb is used from system some bloatware pre installed most of them non removable camera pictures quite dark blurry sometimes almost no color next to useless backside very hard to open very slowly charging still on android 4 4 and no update in sight i guess it will never come no front led for alerting after a few days i recognized that speakers are not very loud hence i missed 90 of the calls which is very bad as well as it s quite hard to understand the counterparty even my very cheap headset is much better i m really close to give it backi bought it as a backup but not sure if i will keep
Apple iPhone 4S 8GB Unlocked GSM Cell Phone w/ Siri and iCloud - White,5,the phone was exactly as described and appeared i took it to the apple store and they set it up for me it is so much easier to use that the android i traded in love the phone
Lg G4 Stylus H540 5.7 LCD Unlocked World Phone 8 gb (Titan Gray) INTERNATIONAL VERSION NO WARRANTY,5,wish i would of read up on it more and realized its not 4g lte compatible but far as the phone itself its very exceptional
BLU Life XL - LTE Smartphone - GSM Unlocked - 16GB +2GB RAM - White,5,excellent quality for a good price unlocked to use with any carrier
NOKIA 301.2 FACTORY UNLOCKED QUADBAND 3G 850/1900 WORLD PHONE - BLACK,5,i love my basic phone nothing like a simple phone used to make calls and text battery life is amazing compared to my smartphone and i m saving a ton of money each month by getting rid of the smartphone
"Nokia N97 Unlocked Phone with Touchscreen, 3G, 5 MP Camera, A-GPS, 32 GB, MicroSD Slot, and Integrated Ovi Applications--U.S. Version with Warranty (White)",4,this phone is so close to being great its fine until u start viewing large web pages heavy in flash and ads im typing this review from my n97 right now it handles full desktop pages really well no need for the mobile versions but like i just said pages requiring a lot of memory r slow and glitchy an example is thats really the only place u ll c a lot of slowdown or lag if u have multiple tabs pages open it wont always have the memory to handle it and close the oldest tab without warning it will randomly fall behind doing other things but for the most part its quick keybooard is great u ll get fast on it quick its great so is the touchscreen very accurate and perfectly tuned sencitivity u can draw easily u can do some greatly detailed drawing w a stylus but thats just 4 fun camera is pretty good macro is amazing best close ups ive ever seen on a phone video does great w motion ya no 30 fps but it doesnt blow up real well on a computer not to clear little grainier than i was hoping music sounds great fm transmitter works great does a great job w video playback but could use better codec support
"Yezz Andy 4E2 Unlocked Android Phone, with interchangeable colors back covers - Blue",1,total disaster i ve got this phone a month ago and i was super happy because it was fast and light and size was exactly what i needed however when yesterday after one month use phone s battery got empty and i tried to charge it the screen was still black it was not possible to turn on the phone again i tried several different chargers etc but nothing worked out so that was a really pleasant phone but just for a month not recommended if you want to use it for longer period
Moto G Plus (4th Gen.) Unlocked - Black - 64GB - U.S. Warranty,5,have been using the moto g4 for two weeks now no issues no gripes great value love it
"LG Thrill 4G P925 Unlocked GSM Phone with 3G, Dual Core, Android 2.3 OS, Dual 5MP Camera, GPS, Wi-Fi, Bluetooth and microSD Slot - Black - AT&T - No Warranty",5,this is a great phone the only thing i don t like is that is was not up to date and the battery life
"VIVO IV Full HD Super Amoled,13MP,(16GB+2GBRAM)-Factory Unlocked (White Silver)",4,excellent phone the resolution are amazing and the slim thing make it extremely elegant i don t know what s the problem of the battery comment of other users cuz mine it s pretty ok 6 hrs of use as normally those new smartphones are the only problem is a mistake with the back bottom that make it turn back a lot of time it s like an error of hardware i think but everything else is pretty good
Motorola i1 (Boost Mobile),2,motorola is one cheap company most certainly not on the level of apple s iphone this phone is made with substandard parts that break easy plus motorola tries to find any reason to refuse to repair the phone for example my phone broke while in my backpack it was new one week old the little pressure on the phone from the stuff in my bag cracked something under the screen you would never know it was broken everything on the outside looked new with no scratches iphone would never break like this this motorola android phone is one cheap piece of crap plus many of the google android apps had viruses or they did not work properly i am going after motorola legally for faulty design manufacturing parts other buyers have had the same problem
5.5-Inch Unlocked Lenovo A850 3G Smartphone-(960x540) Quad Core 4GB MT6582m 1331MHz Android 4.2 Dual Camera +Dual SIM -Black (Rooted + Google Play),1,the a850 comes with chinese english language you just can t have one or the other the book on the warranty or instructions or heaven knows what it is it s completly written in chinese it is of no use this phone has things flashing and i need to find just what they mean so to the internet i go if i had known from the posting this language thing i would not have bought this a850 unlocked lenovo android cellphone
OtterBox 'Defender Series' Protective Case for Samsung Galaxy S5 + Belt-Clip/Holster - White/Blaze Pink,4,i like the color of this ottorbox
"ALCATEL OneTouch Idol 3 Global Unlocked 4G LTE Smartphone, 5.5 HD IPS Display, 16GB (GSM - US Warranty)",4,the phone is alright but the new update have it kind of buggy and i don t like how they put the charger at the bottom also the front facing speakers or up to par when watching videos
GreatCall Jitterbug Plus Senior Cell Phone with 1-Touch Operator Access (Silver),5,the rating speaks for itself the only possible thing i might dislike is how heavy it is but that is no big deal i m getting used to it i would recommend this item to anyone who asked me
Motorola V3 RAZR Lime Green Phone (Unlocked),3,it appeared to be the phone i was looking for but when i put the sim card in it it didn t function as my motorola
BlackBerry Storm 9500 Unlocked Phone with 3.15 MP Camera (Black),5,the phone is great is has wonderful features but the phone came with to many problems damaged battery damaged speakers and the last the screen went blank so i had to return the phone i only had a month with the phone this review is mainly about the store sellphonestop so that other buyers can know of the great service and attention offered by the seller i received great attention from the seller always replied my emails quickly to all my problems with the phone and gave me the exact refund for the amount i paid for the phone sell phone stop cares for its customers great store even though i don t think i will ever buy an electronic device again online i would buy from this seller any othe type of item they sell because of their great attention and service
Samsung Galaxy S6 Edge Plus G928C 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - Gold Platinum,5,love it i enjoy it
HTC One VX Unlocked GSM 4G LTE Android Smartphone - Gray/Red,4,i purchased this phone it works perfectly fine but the back is different and there s no speaker holes 4 5
Otterbox Defender Series Protective Case for Samsung Galaxy S4 Mini - Glacier,5,keeps my phone in one piece for over 3 years
Samsung Galaxy S3 I535 16GB Verizon Wireless 4G LTE Smartphone - Blue,5,bought only use use with cheap borescope works fine
"BLU DASH X2 - 5.0"" Smartphone - US GSM Unlocked -Gold",5,excellent smartphone for the price came sooner than expected i am using for 3 days will confirm the features of this smartphone and others that it says in the page of the blu and the box first it is my first smartphone i asked for black is constructed of aluminum not feeling plastic with a nice elegant or at least i like design the grip is excellent the screen is hd very bright very good color contrast of 5 0 pulg has the latest version of android 6 0 marshmallow is very fluid moves with extreme ease even though my son already installed a lot of at least the most basic applications like whatsapp bbm facebook instragram among others my son says he has a mediatek quad core 1 3 ghz processor with 1gb of ram that my son says that despite being a mid range smartphone is very fluid the bugle sounds the back high the main camera is 8 mp with flash that takes excellent photos and records 1080p compared with smartphone my son has a samsung galaxy note 2 and look is sharper than the samsung with fontal camara will with the first error the official blu blu pag says this model has 2mp front camera and the box says it has 5 mp and when you are using the camera to configure also tells you that is 5 mp my question is is an advertising error by blu being what the resolution front camera also takes very great photos this model is dual sim with a standard sim and another separate sim micro which has its slot micro sd 64gb now i go with another error blu on the official website of blu he says the battery is 2200 mah and the battery itself tells you is 2000 mah then ask again is an advertising error by blu the duration of the battery can last you a whole day with a decent use another mistake that i noticed is that the box tells you to use 4g hspa and on the label attached to the box says it supports 4g and my 2 sim support 4g with bands that supposedly uses this smartphone and not placed 4g 3g only in short it is a great smartphone with great features for the price and that brings in its protective box screen and lining i hope they serve my longish coentario but hope blu detailed and correct these errors in advertising that are constant in their specifications i ll post the images to realize the details
BLU Energy X Plus Smartphone - With 4000 mAh Super Battery- Global GSM Unlocked - Grey,2,my biggest complaint is definitely the modified version of os installed along with all the apps before installing the google launcher it was pretty much unusable to me after doing so the biggest drawback is just having a bunch of extra apps in the app drawer which bothers some people and not others the next biggest complaint is screen resolution while on many size displays this resolution is more than adequate text starts to look a little pixelated here finally performance isn t quite where you d like it to be granted this is a budget phone but i can t help but wonder if it was using the stock os and didn t have any extra apps performance might be improved
"Nokia Mural 6750 Unlocked GSM Flip Phone with Second External OLED Display, 2MP Camera, Video, Bluetooth, MP3/MP4 Player and microSD Slot - Silver",5,fantastic seller thanks this magazine nokia phone excellent i love it
LG Google Nexus 5 D821 16GB Factory Unlocked (Red) - No 4G in USA - International Version No Warranty,5,the phone was delivered as promised and it is fully responding to my expectations
"Samsung Galaxy Star Pro DUOS S7262 Unlocked Cellphone, White",1,i understand is not too expensive but still bad reception freezes quite often the internet also not good at all i love samsung and had many great phone i would suggest spending a lil more and getting a better samsung
"Nokia C6 Unlocked GSM Phone with Easy E-mail Setup, Side-Sliding Touchscreen, QWERTY, 5 MP Camera, and Free Ovi Maps Navigation (Black)",4,if you insist like me that a phone be unlocked then your choices are limited but you probably will find this phone to be quite satisfactory it is not an iphone but then if you do not want to be owned by any one service provider iphone is not a choice as a telephone it is very good for internet i find it quite unusable but then i have trouble using my laptop because it only has an 11 inch screen but people younger than me who have borrowed mine to try it out were quite pleased i have not had any malfunctions with this phone but i did with an earlier nokia phone and i found that their customer service was excellent
LG Env Touch VX11000 Touch Screen Cell Phone (Verizon Wireless) - No Warranty,4,so far so good haven t had any problems yet will post if i have any problems would recommend to others
Apple iPhone 6 Plus 128GB Factory Unlocked GSM 4G LTE Cell Phone - Gold,5,everything was perfect the product arrived on time and it s perfect i m so happy with my new iphone thank you very much
Nokia C2-01.5 Unlocked GSM Phone with 3.2 MP Camera and Music and Video Player--U.S. Version with Warranty (Black),4,i ve found the c 2 to be an excellent value the phone fulfills my needs quite well just drop in the sim charge up the battery and go i live in a rural area and have found the reception to be great the only criticism would be the small size and tiny buttons might make it a poor choice for the ham fisted
